episode_num,novelty_probability,novelty_threshold,novelty,novelty_characterization,performance,notify_novelty,pass,episode_type,trial_num,novelty_id,trial_type,level
6,0,1,0,0,33040,FALSE,Fail,novelty,13,1_7_13,known,1
7,0,1,0,0,112500,FALSE,Fail,novelty,13,1_7_13,known,1
8,0,1,0,0,28490,FALSE,Fail,novelty,13,1_7_13,known,1
9,0,1,0,0,112680,FALSE,Fail,novelty,13,1_7_13,known,1
10,1,1,0,0,98860,FALSE,Pass,novelty,13,1_7_13,known,1
11,1,1,0,0,34260,FALSE,Fail,novelty,13,1_7_13,known,1
12,1,1,0,0,20270,FALSE,Fail,novelty,13,1_7_13,known,1
13,1,1,0,0,40820,FALSE,Pass,novelty,13,1_7_13,known,1
14,1,1,0,0,34200,FALSE,Pass,novelty,13,1_7_13,known,1
15,1,1,0,0,15670,FALSE,Fail,novelty,13,1_7_13,known,1
16,1,1,0,0,159740,FALSE,Pass,novelty,13,1_7_13,known,1
17,1,1,0,0,53430,FALSE,Pass,novelty,13,1_7_13,known,1
18,1,1,0,0,66550,FALSE,Fail,novelty,13,1_7_13,known,1
19,1,1,0,0,56870,FALSE,Pass,novelty,13,1_7_13,known,1
20,1,1,0,0,70420,FALSE,Pass,novelty,13,1_7_13,known,1
21,1,1,0,0,47850,FALSE,Pass,novelty,13,1_7_13,known,1
22,1,1,0,0,34290,FALSE,Fail,novelty,13,1_7_13,known,1
23,1,1,0,0,25240,FALSE,Pass,novelty,13,1_7_13,known,1
24,1,1,0,0,63890,FALSE,Fail,novelty,13,1_7_13,known,1
0,0,1,0,0,32390,FALSE,Fail,non-novelty-performance,14,1_8_14,known,1
1,0,1,0,0,140850,FALSE,Pass,non-novelty-performance,14,1_8_14,known,1
2,0,1,0,0,31700,FALSE,Pass,non-novelty-performance,14,1_8_14,known,1
3,0,1,0,0,35960,FALSE,Fail,non-novelty-performance,14,1_8_14,known,1
4,0,1,0,0,16030,FALSE,Fail,non-novelty-performance,14,1_8_14,known,1
5,0,1,0,0,42030,FALSE,Fail,novelty,14,1_8_14,known,1
6,0,1,0,0,94910,FALSE,Pass,novelty,14,1_8_14,known,1
7,0,1,0,0,3070,FALSE,Fail,novelty,14,1_8_14,known,1
8,1,1,0,0,78710,FALSE,Pass,novelty,14,1_8_14,known,1
9,1,1,0,0,25790,FALSE,Fail,novelty,14,1_8_14,known,1
10,1,1,0,0,108310,FALSE,Pass,novelty,14,1_8_14,known,1
11,1,1,0,0,37490,FALSE,Fail,novelty,14,1_8_14,known,1
12,1,1,0,0,37570,FALSE,Fail,novelty,14,1_8_14,known,1
13,1,1,0,0,26110,FALSE,Fail,novelty,14,1_8_14,known,1
14,1,1,0,0,41120,FALSE,Fail,novelty,14,1_8_14,known,1
15,1,1,0,0,23260,FALSE,Fail,novelty,14,1_8_14,known,1
16,1,1,0,0,46390,FALSE,Fail,novelty,14,1_8_14,known,1
17,1,1,0,0,72960,FALSE,Fail,novelty,14,1_8_14,known,1
18,1,1,0,0,29750,FALSE,Fail,novelty,14,1_8_14,known,1
19,1,1,0,0,18450,FALSE,Fail,novelty,14,1_8_14,known,1
20,1,1,0,0,8880,FALSE,Fail,novelty,14,1_8_14,known,1
21,1,1,0,0,28180,FALSE,Fail,novelty,14,1_8_14,known,1
22,1,1,0,0,73330,FALSE,Pass,novelty,14,1_8_14,known,1
23,1,1,0,0,42260,FALSE,Fail,novelty,14,1_8_14,known,1
24,1,1,0,0,24700,FALSE,Fail,novelty,14,1_8_14,known,1
0,0,1,0,0,14910,FALSE,Pass,non-novelty-performance,15,1_9_15,known,1
1,0,1,0,0,111950,FALSE,Pass,non-novelty-performance,15,1_9_15,known,1
2,0,1,0,0,68950,FALSE,Pass,non-novelty-performance,15,1_9_15,known,1
3,0,1,0,0,31400,FALSE,Pass,non-novelty-performance,15,1_9_15,known,1
4,0,1,0,0,53220,FALSE,Pass,non-novelty-performance,15,1_9_15,known,1
5,0,1,0,0,48220,FALSE,Fail,novelty,15,1_9_15,known,1
6,0,1,0,0,112650,FALSE,Pass,novelty,15,1_9_15,known,1
7,0,1,0,0,23760,FALSE,Fail,novelty,15,1_9_15,known,1
8,0,1,0,0,40910,FALSE,Pass,novelty,15,1_9_15,known,1
9,0,1,0,0,36780,FALSE,Fail,novelty,15,1_9_15,known,1
10,1,1,0,0,38090,FALSE,Fail,novelty,15,1_9_15,known,1
11,1,1,0,0,15000,FALSE,Pass,novelty,15,1_9_15,known,1
12,1,1,0,0,83290,FALSE,Fail,novelty,15,1_9_15,known,1
13,1,1,0,0,27620,FALSE,Fail,novelty,15,1_9_15,known,1
14,1,1,0,0,50110,FALSE,Pass,novelty,15,1_9_15,known,1
15,1,1,0,0,17340,FALSE,Fail,novelty,15,1_9_15,known,1
16,1,1,0,0,94720,FALSE,Pass,novelty,15,1_9_15,known,1
17,1,1,0,0,53490,FALSE,Pass,novelty,15,1_9_15,known,1
18,1,1,0,0,4340,FALSE,Fail,novelty,15,1_9_15,known,1
19,1,1,0,0,26060,FALSE,Fail,novelty,15,1_9_15,known,1
20,1,1,0,0,18990,FALSE,Fail,novelty,15,1_9_15,known,1
21,1,1,0,0,39820,FALSE,Fail,novelty,15,1_9_15,known,1
22,1,1,0,0,62540,FALSE,Pass,novelty,15,1_9_15,known,1
23,1,1,0,0,36320,FALSE,Pass,novelty,15,1_9_15,known,1
24,1,1,0,0,61620,FALSE,Pass,novelty,15,1_9_15,known,1
0,0,1,0,0,74150,FALSE,Fail,non-novelty-performance,16,1_10_16,known,1
1,0,1,0,0,39920,FALSE,Pass,non-novelty-performance,16,1_10_16,known,1
2,0,1,0,0,73960,FALSE,Fail,non-novelty-performance,16,1_10_16,known,1
3,0,1,0,0,129190,FALSE,Pass,non-novelty-performance,16,1_10_16,known,1
4,0,1,0,0,18370,FALSE,Fail,non-novelty-performance,16,1_10_16,known,1
5,0,1,0,0,28360,FALSE,Fail,novelty,16,1_10_16,known,1
6,0,1,0,0,27260,FALSE,Fail,novelty,16,1_10_16,known,1
7,0,1,0,0,9260,FALSE,Fail,novelty,16,1_10_16,known,1
8,0,1,0,0,59910,FALSE,Fail,novelty,16,1_10_16,known,1
9,0,1,0,0,28550,FALSE,Fail,novelty,16,1_10_16,known,1
10,0,1,0,0,57840,FALSE,Fail,novelty,16,1_10_16,known,1
11,0,1,0,0,76910,FALSE,Fail,novelty,16,1_10_16,known,1
12,0,1,0,0,41390,FALSE,Fail,novelty,16,1_10_16,known,1
13,0,1,0,0,22400,FALSE,Fail,novelty,16,1_10_16,known,1
14,1,1,0,0,94430,FALSE,Pass,novelty,16,1_10_16,known,1
15,1,1,0,0,142740,FALSE,Pass,novelty,16,1_10_16,known,1
16,1,1,0,0,15590,FALSE,Fail,novelty,16,1_10_16,known,1
17,1,1,0,0,62540,FALSE,Fail,novelty,16,1_10_16,known,1
18,1,1,0,0,89520,FALSE,Pass,novelty,16,1_10_16,known,1
19,1,1,0,0,50620,FALSE,Fail,novelty,16,1_10_16,known,1
20,1,1,0,0,59940,FALSE,Fail,novelty,16,1_10_16,known,1
21,1,1,0,0,25560,FALSE,Fail,novelty,16,1_10_16,known,1
22,1,1,0,0,33940,FALSE,Fail,novelty,16,1_10_16,known,1
23,1,1,0,0,30150,FALSE,Fail,novelty,16,1_10_16,known,1
24,1,1,0,0,44060,FALSE,Pass,novelty,16,1_10_16,known,1
0,0,1,0,0,19850,FALSE,Fail,non-novelty-performance,17,2_6_17,known,2
1,0,1,0,0,12750,FALSE,Fail,non-novelty-performance,17,2_6_17,known,2
2,0,1,0,0,22500,FALSE,Pass,non-novelty-performance,17,2_6_17,known,2
3,0,1,0,0,90300,FALSE,Fail,non-novelty-performance,17,2_6_17,known,2
4,0,1,0,0,2800,FALSE,Fail,non-novelty-performance,17,2_6_17,known,2
5,0,1,0,0,33840,FALSE,Pass,novelty,17,2_6_17,known,2
6,0,1,0,0,21310,FALSE,Fail,novelty,17,2_6_17,known,2
7,1,1,0,0,35720,FALSE,Pass,novelty,17,2_6_17,known,2
8,1,1,0,0,70320,FALSE,Fail,novelty,17,2_6_17,known,2
9,1,1,0,0,74960,FALSE,Fail,novelty,17,2_6_17,known,2
10,1,1,0,0,42970,FALSE,Fail,novelty,17,2_6_17,known,2
11,1,1,0,0,58080,FALSE,Fail,novelty,17,2_6_17,known,2
12,1,1,0,0,21480,FALSE,Fail,novelty,17,2_6_17,known,2
13,1,1,0,0,9830,FALSE,Fail,novelty,17,2_6_17,known,2
14,1,1,0,0,40740,FALSE,Pass,novelty,17,2_6_17,known,2
15,1,1,0,0,36610,FALSE,Fail,novelty,17,2_6_17,known,2
16,1,1,0,0,25800,FALSE,Fail,novelty,17,2_6_17,known,2
17,1,1,0,0,125630,FALSE,Fail,novelty,17,2_6_17,known,2
18,1,1,0,0,64710,FALSE,Fail,novelty,17,2_6_17,known,2
19,1,1,0,0,20810,FALSE,Fail,novelty,17,2_6_17,known,2
20,1,1,0,0,40430,FALSE,Pass,novelty,17,2_6_17,known,2
21,1,1,0,0,41280,FALSE,Pass,novelty,17,2_6_17,known,2
22,1,1,0,0,30000,FALSE,Fail,novelty,17,2_6_17,known,2
23,1,1,0,0,24630,FALSE,Fail,novelty,17,2_6_17,known,2
24,1,1,0,0,71750,FALSE,Fail,novelty,17,2_6_17,known,2
0,0,1,0,0,48660,FALSE,Fail,non-novelty-performance,18,2_7_18,known,2
1,0,1,0,0,124270,FALSE,Pass,non-novelty-performance,18,2_7_18,known,2
2,0,1,0,0,74430,FALSE,Fail,non-novelty-performance,18,2_7_18,known,2
3,0,1,0,0,68090,FALSE,Fail,non-novelty-performance,18,2_7_18,known,2
4,0,1,0,0,37970,FALSE,Pass,non-novelty-performance,18,2_7_18,known,2
5,0,1,0,0,19510,FALSE,Fail,novelty,18,2_7_18,known,2
6,0,1,0,0,84730,FALSE,Pass,novelty,18,2_7_18,known,2
7,0,1,0,0,12350,FALSE,Fail,novelty,18,2_7_18,known,2
8,0,1,0,0,104690,FALSE,Pass,novelty,18,2_7_18,known,2
9,0,1,0,0,63040,FALSE,Pass,novelty,18,2_7_18,known,2
10,0,1,0,0,34800,FALSE,Pass,novelty,18,2_7_18,known,2
11,0,1,0,0,76230,FALSE,Fail,novelty,18,2_7_18,known,2
12,0,1,0,0,46140,FALSE,Pass,novelty,18,2_7_18,known,2
13,0,1,0,0,27120,FALSE,Fail,novelty,18,2_7_18,known,2
14,1,1,0,0,19760,FALSE,Fail,novelty,18,2_7_18,known,2
15,1,1,0,0,42090,FALSE,Fail,novelty,18,2_7_18,known,2
16,1,1,0,0,33230,FALSE,Fail,novelty,18,2_7_18,known,2
17,1,1,0,0,16280,FALSE,Fail,novelty,18,2_7_18,known,2
18,1,1,0,0,15860,FALSE,Fail,novelty,18,2_7_18,known,2
19,1,1,0,0,37130,FALSE,Fail,novelty,18,2_7_18,known,2
20,1,1,0,0,102140,FALSE,Pass,novelty,18,2_7_18,known,2
21,1,1,0,0,16750,FALSE,Fail,novelty,18,2_7_18,known,2
22,1,1,0,0,17670,FALSE,Fail,novelty,18,2_7_18,known,2
23,1,1,0,0,14130,FALSE,Fail,novelty,18,2_7_18,known,2
24,1,1,0,0,17250,FALSE,Fail,novelty,18,2_7_18,known,2
0,0,1,0,0,42950,FALSE,Fail,non-novelty-performance,19,2_8_19,known,2
1,0,1,0,0,50030,FALSE,Fail,non-novelty-performance,19,2_8_19,known,2
2,0,1,0,0,63690,FALSE,Pass,non-novelty-performance,19,2_8_19,known,2
3,0,1,0,0,36960,FALSE,Pass,non-novelty-performance,19,2_8_19,known,2
4,0,1,0,0,54520,FALSE,Fail,non-novelty-performance,19,2_8_19,known,2
5,0,1,0,0,33580,FALSE,Fail,novelty,19,2_8_19,known,2
6,0,1,0,0,29620,FALSE,Fail,novelty,19,2_8_19,known,2
7,0,1,0,0,30120,FALSE,Fail,novelty,19,2_8_19,known,2
8,0,1,0,0,68330,FALSE,Fail,novelty,19,2_8_19,known,2
9,0,1,0,0,49880,FALSE,Fail,novelty,19,2_8_19,known,2
10,0,1,0,0,129970,FALSE,Pass,novelty,19,2_8_19,known,2
11,0,1,0,0,41900,FALSE,Pass,novelty,19,2_8_19,known,2
12,0,1,0,0,2550,FALSE,Fail,novelty,19,2_8_19,known,2
13,0,1,0,0,54700,FALSE,Fail,novelty,19,2_8_19,known,2
14,0,1,0,0,3470,FALSE,Fail,novelty,19,2_8_19,known,2
15,0,1,0,0,13320,FALSE,Fail,novelty,19,2_8_19,known,2
16,0,1,0,0,48240,FALSE,Fail,novelty,19,2_8_19,known,2
17,0,1,0,0,1530,FALSE,Fail,novelty,19,2_8_19,known,2
18,0,1,0,0,15900,FALSE,Fail,novelty,19,2_8_19,known,2
19,0,1,0,0,41370,FALSE,Fail,novelty,19,2_8_19,known,2
20,0,1,0,0,49650,FALSE,Fail,novelty,19,2_8_19,known,2
21,0,1,0,0,27490,FALSE,Fail,novelty,19,2_8_19,known,2
22,0,1,0,0,59650,FALSE,Pass,novelty,19,2_8_19,known,2
23,0,1,0,0,54370,FALSE,Fail,novelty,19,2_8_19,known,2
24,0,1,0,0,36590,FALSE,Fail,novelty,19,2_8_19,known,2
0,0,1,0,0,12310,FALSE,Fail,non-novelty-performance,20,2_9_20,known,2
1,0,1,0,0,20010,FALSE,Fail,non-novelty-performance,20,2_9_20,known,2
2,0,1,0,0,82830,FALSE,Fail,non-novelty-performance,20,2_9_20,known,2
3,0,1,0,0,35170,FALSE,Fail,non-novelty-performance,20,2_9_20,known,2
4,0,1,0,0,40120,FALSE,Fail,non-novelty-performance,20,2_9_20,known,2
5,0,1,0,0,56360,FALSE,Pass,novelty,20,2_9_20,known,2
6,0,1,0,0,9060,FALSE,Fail,novelty,20,2_9_20,known,2
7,0,1,0,0,35440,FALSE,Fail,novelty,20,2_9_20,known,2
8,0,1,0,0,49630,FALSE,Pass,novelty,20,2_9_20,known,2
9,0,1,0,0,42720,FALSE,Pass,novelty,20,2_9_20,known,2
10,0,1,0,0,21010,FALSE,Fail,novelty,20,2_9_20,known,2
11,0,1,0,0,28280,FALSE,Fail,novelty,20,2_9_20,known,2
12,0,1,0,0,20920,FALSE,Fail,novelty,20,2_9_20,known,2
13,0,1,0,0,48290,FALSE,Fail,novelty,20,2_9_20,known,2
14,0,1,0,0,30560,FALSE,Fail,novelty,20,2_9_20,known,2
15,1,1,0,0,38200,FALSE,Fail,novelty,20,2_9_20,known,2
16,1,1,0,0,40680,FALSE,Fail,novelty,20,2_9_20,known,2
17,1,1,0,0,36420,FALSE,Fail,novelty,20,2_9_20,known,2
18,1,1,0,0,36670,FALSE,Fail,novelty,20,2_9_20,known,2
19,1,1,0,0,90450,FALSE,Pass,novelty,20,2_9_20,known,2
20,1,1,0,0,19050,FALSE,Fail,novelty,20,2_9_20,known,2
21,1,1,0,0,41480,FALSE,Fail,novelty,20,2_9_20,known,2
22,1,1,0,0,20720,FALSE,Fail,novelty,20,2_9_20,known,2
23,1,1,0,0,30690,FALSE,Fail,novelty,20,2_9_20,known,2
24,1,1,0,0,30620,FALSE,Fail,novelty,20,2_9_20,known,2
0,0,1,0,0,50550,FALSE,Pass,non-novelty-performance,21,2_10_21,known,2
1,0,1,0,0,60220,FALSE,Pass,non-novelty-performance,21,2_10_21,known,2
2,0,1,0,0,31500,FALSE,Pass,non-novelty-performance,21,2_10_21,known,2
3,0,1,0,0,55720,FALSE,Fail,non-novelty-performance,21,2_10_21,known,2
4,0,1,0,0,26410,FALSE,Pass,non-novelty-performance,21,2_10_21,known,2
5,0,1,0,0,60740,FALSE,Fail,novelty,21,2_10_21,known,2
6,1,1,0,0,36500,FALSE,Fail,novelty,21,2_10_21,known,2
7,1,1,0,0,41280,FALSE,Fail,novelty,21,2_10_21,known,2
8,1,1,0,0,62860,FALSE,Pass,novelty,21,2_10_21,known,2
9,1,1,0,0,35670,FALSE,Fail,novelty,21,2_10_21,known,2
10,1,1,0,0,35510,FALSE,Fail,novelty,21,2_10_21,known,2
11,1,1,0,0,34380,FALSE,Fail,novelty,21,2_10_21,known,2
12,1,1,0,0,6700,FALSE,Fail,novelty,21,2_10_21,known,2
13,1,1,0,0,20090,FALSE,Fail,novelty,21,2_10_21,known,2
14,1,1,0,0,31810,FALSE,Fail,novelty,21,2_10_21,known,2
15,1,1,0,0,29540,FALSE,Fail,novelty,21,2_10_21,known,2
16,1,1,0,0,57070,FALSE,Fail,novelty,21,2_10_21,known,2
17,1,1,0,0,39490,FALSE,Fail,novelty,21,2_10_21,known,2
18,1,1,0,0,10560,FALSE,Fail,novelty,21,2_10_21,known,2
19,1,1,0,0,30920,FALSE,Fail,novelty,21,2_10_21,known,2
20,1,1,0,0,37300,FALSE,Fail,novelty,21,2_10_21,known,2
21,1,1,0,0,59990,FALSE,Fail,novelty,21,2_10_21,known,2
22,1,1,0,0,13110,FALSE,Fail,novelty,21,2_10_21,known,2
23,1,1,0,0,10540,FALSE,Fail,novelty,21,2_10_21,known,2
24,1,1,0,0,136720,FALSE,Pass,novelty,21,2_10_21,known,2
0,0,1,0,0,36540,FALSE,Fail,non-novelty-performance,22,3_6_22,known,3
1,0,1,0,0,36950,FALSE,Pass,non-novelty-performance,22,3_6_22,known,3
2,0,1,0,0,26500,FALSE,Pass,non-novelty-performance,22,3_6_22,known,3
3,0,1,0,0,14630,FALSE,Fail,non-novelty-performance,22,3_6_22,known,3
4,0,1,0,0,30300,FALSE,Pass,non-novelty-performance,22,3_6_22,known,3
5,0,1,0,0,34730,FALSE,Pass,novelty,22,3_6_22,known,3
6,0,1,0,0,46700,FALSE,Fail,novelty,22,3_6_22,known,3
7,0,1,0,0,29500,FALSE,Fail,novelty,22,3_6_22,known,3
8,0,1,0,0,32550,FALSE,Pass,novelty,22,3_6_22,known,3
9,0,1,0,0,42920,FALSE,Fail,novelty,22,3_6_22,known,3
10,0,1,0,0,48730,FALSE,Pass,novelty,22,3_6_22,known,3
11,0,1,0,0,25670,FALSE,Fail,novelty,22,3_6_22,known,3
12,0,1,0,0,15120,FALSE,Fail,novelty,22,3_6_22,known,3
13,0,1,0,0,62910,FALSE,Pass,novelty,22,3_6_22,known,3
14,0,1,0,0,43540,FALSE,Fail,novelty,22,3_6_22,known,3
15,0,1,0,0,73270,FALSE,Fail,novelty,22,3_6_22,known,3
16,0,1,0,0,16790,FALSE,Fail,novelty,22,3_6_22,known,3
17,0,1,0,0,55180,FALSE,Pass,novelty,22,3_6_22,known,3
18,0,1,0,0,5550,FALSE,Fail,novelty,22,3_6_22,known,3
19,0,1,0,0,65110,FALSE,Fail,novelty,22,3_6_22,known,3
20,0,1,0,0,37350,FALSE,Fail,novelty,22,3_6_22,known,3
21,1,1,0,0,39920,FALSE,Fail,novelty,22,3_6_22,known,3
22,1,1,0,0,50780,FALSE,Pass,novelty,22,3_6_22,known,3
23,1,1,0,0,16750,FALSE,Fail,novelty,22,3_6_22,known,3
24,1,1,0,0,37560,FALSE,Fail,novelty,22,3_6_22,known,3
0,0,1,0,0,34550,FALSE,Pass,non-novelty-performance,23,3_7_23,known,3
1,0,1,0,0,7650,FALSE,Fail,non-novelty-performance,23,3_7_23,known,3
2,0,1,0,0,34680,FALSE,Fail,non-novelty-performance,23,3_7_23,known,3
3,0,1,0,0,30290,FALSE,Pass,non-novelty-performance,23,3_7_23,known,3
4,0,1,0,0,21470,FALSE,Fail,non-novelty-performance,23,3_7_23,known,3
5,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
6,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
7,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
8,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
9,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
10,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
11,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
12,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
13,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
14,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
15,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
16,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
17,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
18,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
19,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
20,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
21,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
22,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
23,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
24,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3
